Escherichia coli str. K-12 substr. MG1655, complete genome. - 1..4641652
4140 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
3885076..3886722	+	548	1790140	yidC	b3705	-	-	membrane protein insertase
3886828..3888192	+	454	2367268	mnmE	b3706	-	-	tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase
3888435..3888509	+	24	1790143	tnaC	b3707	-	-	tryptophanase leader peptide
3888730..3890145	+	471	87082323	tnaA	b3708	-	-	tryptophanase/L-cysteine desulfhydrase, PLP-dependent
3890236..3891483	+	415	1790145	tnaB	b3709	-	-	tryptophan transporter of low affinity
3891615..3892790	+	391	1790146	mdtL	b3710	-	-	multidrug efflux system protein
3892765..3893724	+	319	1790147	yidZ	b3711	-	-	putative DNA-binding transcriptional regulator
3893881..3894630	+	249	226510986	yieE	b3712	-	-	phosphopantetheinyl transferase superfamily protein
3894652..3895218	+	188	1790149	chrR	b3713	-	-	chromate reductase, Class I, flavoprotein
3895272..3896609	-	445	1790150	purP	b3714	-	-	adenine permease, high affinity; adenine:H+ symporter
3896774..3897439	+	221	1790151	yieH	b3715	-	-	phosphoenolpyruvate and 6-phosphogluconate phosphatase
3897506..3897973	+	155	1790152	cbrB	b3716	-	-	PRK09823 family inner membrane protein, creBC regulon
3898022..3898609	+	195	1790153	cbrC	b3717	-	-	UPF0167 family protein
3898671..3899393	-	240	48994958	yieK	b3718	-	-	putative 6-phosphogluconolactonase
3899408..3900577	-	389	145693201	yieL	b3719	-	-	putative xylanase
3900604..3902220	-	538	1790157	bglH	b3720	-	-	carbohydrate-specific outer membrane porin, cryptic
3902289..3903701	-	470	2367270	bglB	b3721	-	-	cryptic phospho-beta-glucosidase B
3903720..3905597	-	625	1790159	bglF	b3722	-	-	fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component
3905731..3906567	-	278	1790160	bglG	b3723	-	-	transcriptional antiterminator of the bgl operon
3906853..3907578	-	241	1790161	phoU	b3724	-	-	negative regulator of PhoR/PhoB two-component regulator
3907593..3908366	-	257	1790162	pstB	b3725	-	-	phosphate transporter subunit
3908549..3909439	-	296	1790163	pstA	b3726	-	-	phosphate transporter subunit
3909439..3910398	-	319	1790164	pstC	b3727	-	-	phosphate transporter subunit
3910485..3911525	-	346	2367271	pstS	b3728	-	-	periplasmic phosphate binding protein, high-affinity
3911839..3913668	-	609	1790167	glmS	b3729	-	-	L-glutamine:D-fructose-6-phosphate aminotransferase
3913830..3915200	-	456	1790168	glmU	b3730	-	-	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase
3915553..3915972	-	139	1790169	atpC	b3731	-	-	F1 sector of membrane-bound ATP synthase, epsilon subunit
3915993..3917375	-	460	1790170	atpD	b3732	-	-	F1 sector of membrane-bound ATP synthase, beta subunit
3917402..3918265	-	287	1790171	atpG	b3733	-	-	F1 sector of membrane-bound ATP synthase, gamma subunit
3918316..3919857	-	513	1790172	atpA	b3734	-	-	F1 sector of membrane-bound ATP synthase, alpha subunit
3919870..3920403	-	177	1790173	atpH	b3735	-	-	F1 sector of membrane-bound ATP synthase, delta subunit
3920418..3920888	-	156	1790174	atpF	b3736	-	-	F0 sector of membrane-bound ATP synthase, subunit b
3920950..3921189	-	79	1790175	atpE	b3737	-	-	F0 sector of membrane-bound ATP synthase, subunit c
3921236..3922051	-	271	1790176	atpB	b3738	-	-	F0 sector of membrane-bound ATP synthase, subunit a
3922060..3922440	-	126	87082325	atpI	b3739	-	-	ATP synthase, membrane-bound accessory factor
3923057..3923680	-	207	1790179	rsmG	b3740	-	-	16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein
3923744..3925633	-	629	2367273	mnmG	b3741	-	-	5-methylaminomethyl-2-thiouridine modification at tRNA U34
3926012..3926455	-	147	1790181	mioC	b3742	-	-	FMN-binding protein MioC
3926545..3927003	-	152	1790182	asnC	b3743	-	-	transcriptional activator of asnA; autorepressor
3927155..3928147	+	330	1790183	asnA	b3744	-	-	asparagine synthetase A
3928152..3929603	-	483	48994959	viaA	b3745	-	-	stimulator of RavA ATPase activity; von Willebrand factor domain protein
3929597..3931093	-	498	87082326	ravA	b3746	-	-	hexameric AAA+ MoxR family ATPase, putative molecular chaperone
3931316..3933184	+	622	48994960	kup	b3747	-	-	potassium transporter
3933351..3933770	+	139	87082327	rbsD	b3748	-	-	putative cytoplasmic sugar-binding protein
3933778..3935283	+	501	1790190	rbsA	b3749	-	-	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components
3935288..3936253	+	321	1790191	rbsC	b3750	-	-	D-ribose transporter subunit
3936278..3937168	+	296	1790192	rbsB	b3751	-	-	D-ribose transporter subunit
3937294..3938223	+	309	1790193	rbsK	b3752	-	-	ribokinase
3938227..3939219	+	330	1790194	rbsR	b3753	-	-	transcriptional repressor of ribose metabolism
3939185..3940612	-	475	1790195	hsrA	b3754	-	-	putative multidrug or homocysteine efflux system
3940635..3941327	-	230	48994961	yieP	b3755	-	-	putative transcriptional regulator
3947128..3947967	-	279	48994962	hdfR	b4480	-	-	flhDC operon transcriptional repressor
3948086..3948424	+	112	2367277	yifE	b3764	-	-	UPF0438 family protein
3948449..3949969	-	506	145693202	yifB	b3765	-	-	bifunctional magnesium chelatase family protein and putative transcriptional regulator
3950322..3950420	+	32	1790202	ilvL	b3766	-	-	ilvG operon leader peptide
3950507..3950557	+	16	226510987	ilvX	b4669	-	-	uncharacterized protein
3952201..3952464	+	87	1790204	ilvM	b3769	-	-	acetolactate synthase 2 small subunit
3952484..3953413	+	309	48994963	ilvE	b3770	-	-	branched-chain amino-acid aminotransferase
3953478..3955328	+	616	48994964	ilvD	b3771	-	-	dihydroxyacid dehydratase
3955331..3956875	+	514	1790207	ilvA	b3772	-	-	L-threonine dehydratase, biosynthetic; also known as threonine deaminase
3956927..3957820	-	297	1790208	ilvY	b3773	-	-	transcriptional activator of ilvC; autorepressor
3957970..3959445	+	491	1790210	ilvC	b3774	-	-	ketol-acid reductoisomerase, NAD(P)-binding
3959532..3959813	-	93	1790211	ppiC	b3775	-	-	peptidyl-prolyl cis-trans isomerase C (rotamase C)
3960677..3962698	+	673	48994965	rep	b3778	-	-	DNA helicase and single-stranded DNA-dependent ATPase
3962745..3964229	-	494	48994966	gpp	b3779	-	-	guanosine pentaphosphatase/exopolyphosphatase
3964365..3965630	-	421	1790214	rhlB	b3780	-	-	ATP-dependent RNA helicase
3965761..3966090	+	109	87082331	trxA	b3781	-	-	thioredoxin 1
3966417..3967676	+	419	1790217	rho	b3783	-	-	transcription termination factor
3967916..3969019	+	367	1790218	wecA	b3784	-	-	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase
3969031..3970077	+	348	87082332	wzzE	b3785	-	-	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein
3970133..3971263	+	376	48994967	wecB	b3786	-	-	UDP-N-acetyl glucosamine-2-epimerase
3971260..3972522	+	420	48994968	wecC	b3787	-	-	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
3972522..3973589	+	355	48994969	rffG	b3788	-	-	dTDP-glucose 4,6-dehydratase
3973608..3974489	+	293	1790224	rffH	b3789	-	-	glucose-1-phosphate thymidylyltransferase
3974467..3975141	+	224	145693203	wecD	b3790	-	-	TDP-fucosamine acetyltransferase
3975146..3976276	+	376	2367285	wecE	b3791	-	-	TDP-4-oxo-6-deoxy-D-glucose transaminase
3976278..3977528	+	416	1790227	wzxE	b3792	-	-	O-antigen translocase
3977525..3978604	+	359	48994971	wecF	b4481	-	-	TDP-Fuc4NAc:lipidIIFuc4NAc transferase
3978601..3979953	+	450	2367288	wzyE	b3793	-	-	putative ECA polysaccharide chain elongation protein
3979956..3980696	+	246	2367289	wecG	b3794	-	-	UDP-N-acetyl-D-mannosaminuronic acid transferase
3980887..3982272	+	461	48994972	yifK	b3795	-	-	putative APC family amino acid transporter
3982958..3984193	+	411	48994973	aslB	b3800	-	-	putative AslA-specific sulfatase-maturating enzyme
3984352..3986007	-	551	1790233	aslA	b3801	-	-	putative Ser-type periplasmic non-aryl sulfatase
3986686..3987882	-	398	1790234	hemY	b3802	-	-	putative protoheme IX synthesis protein
3987885..3989066	-	393	1790235	hemX	b3803	-	-	putative uroporphyrinogen III methyltransferase
3989088..3989828	-	246	1790236	hemD	b3804	-	-	uroporphyrinogen III synthase
3989825..3990766	-	313	48994974	hemC	b3805	-	-	hydroxymethylbilane synthase
3991153..3993699	+	848	1790238	cyaA	b3806	-	-	adenylate cyclase
3993739..3994059	-	106	1790239	cyaY	b3807	-	-	iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein
3994522..3994725	+	67	87082333	yifL	b4558	-	-	putative lipoprotein
3994762..3995586	+	274	87082334	dapF	b3809	-	-	diaminopimelate epimerase
3995583..3996290	+	235	1790243	yigA	b3810	-	-	DUF484 family protein
3996287..3997183	+	298	1790244	xerC	b3811	-	-	site-specific tyrosine recombinase
3997183..3997899	+	238	2367295	yigB	b3812	-	-	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis
3997983..4000145	+	720	2367296	uvrD	b3813	-	-	DNA-dependent ATPase I and helicase II
4000292..4001056	-	254	48994975	yigE	b4482	-	-	DUF2233 family protein
4001426..4002376	+	316	2367297	corA	b3816	-	-	magnesium/nickel/cobalt transporter
4002419..4002799	-	126	1790250	yigF	b3817	-	-	putative inner membrane protein
4002813..4003193	-	126	87082335	yigG	b3818	-	-	PRK11371 family inner membrane protein
4003288..4004178	-	296	48994976	rarD	b3819	-	-	putative chloramphenical resistance permease
4004230..4004697	-	155	87082336	yigI	b3820	-	-	4HBT thioesterase family protein
4004862..4005731	+	289	2367300	pldA	b3821	-	-	outer membrane phospholipase A
4005864..4007693	+	609	48994977	recQ	b3822	-	-	ATP-dependent DNA helicase
4007757..4008377	+	206	48994978	rhtC	b3823	-	-	threonine efflux pump
4008439..4009059	-	206	48994979	rhtB	b3824	-	-	homoserine, homoserine lactone and S-methyl-methionine efflux pump
4009170..4010192	+	340	48994980	pldB	b3825	-	-	lysophospholipase L2
4010200..4011000	+	266	48994981	yigL	b3826	-	-	pyridoxal phosphate phosphatase
4011076..4011975	+	299	1790261	yigM	b3827	-	-	putative inner membrane EamA-like transporter
4011863..4012816	-	317	1790262	metR	b3828	-	-	methionine biosynthesis regulon transcriptional regulator
4013053..4015314	+	753	2367304	metE	b3829	-	-	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
4015354..4016169	-	271	48994982	ysgA	b3830	-	-	putative carboxymethylenebutenolidase
4016431..4017192	+	253	1790265	udp	b3831	-	-	uridine phosphorylase
4017333..4018760	+	475	1790266	rmuC	b3832	-	-	DNA recombination protein
4018855..4019610	+	251	48994983	ubiE	b3833	-	-	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase
4019624..4020229	+	201	2367308	ubiJ	b3834	-	-	aerobic ubiquinone synthesis protein, SCP2 family protein
4020226..4021866	+	546	2367309	ubiB	b3835	-	-	regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase
4021945..4022214	+	89	87082337	tatA	b3836	-	-	TatABCE protein translocation system subunit
4022218..4022733	+	171	48994984	tatB	b3838	-	-	TatABCE protein translocation system subunit
4022736..4023512	+	258	2367313	tatC	b3839	-	-	TatABCE protein translocation system subunit
4023554..4024336	+	260	48994985	tatD	b4483	-	-	quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase
4024333..4024821	-	162	1790276	rfaH	b3842	-	-	transcription antitermination protein
4024988..4026481	+	497	1790277	ubiD	b3843	-	-	3-octaprenyl-4-hydroxybenzoate decarboxylase
4026527..4027228	+	233	2367314	fre	b3844	-	-	NAD(P)H-flavin reductase
4027609..4028772	-	387	48994986	fadA	b3845	-	-	3-ketoacyl-CoA thiolase (thiolase I)
4028782..4030971	-	729	1790281	fadB	b3846	-	-	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
4031161..4032492	+	443	1790282	pepQ	b3847	-	-	proline dipeptidase
4032492..4033106	+	204	87082338	yigZ	b3848	-	-	UPF0029 family protein
4033145..4034596	+	483	48994987	trkH	b3849	-	-	potassium transporter
4034608..4035153	+	181	1790285	hemG	b3850	-	-	protoporphyrin oxidase, flavoprotein
4040906..4041433	-	175	145693204	mobB	b3856	-	-	molybdopterin-guanine dinucleotide biosynthesis protein B
4041415..4041999	-	194	1790288	mobA	b3857	-	-	molybdopterin-guanine dinucleotide synthase
4042069..4042338	+	89	1790289	yihD	b3858	-	-	DUF1040 protein YihD
4042415..4043401	+	328	1790290	srkA	b3859	-	-	stress response kinase A; MazF antagonist; Thr/Ser kinase involved in Cpx stress response
4043418..4044044	+	208	1790291	dsbA	b3860	-	-	periplasmic protein disulfide isomerase I
4044199..4045629	+	476	87082339	yihF	b3861	-	-	DUF945 family protein
4045670..4046602	-	310	1790293	yihG	b3862	-	-	inner membrane protein, inner membrane acyltransferase
4046966..4049752	+	928	1790294	polA	b3863	-	-	fused DNA polymerase I 5'->3' polymerase/3'->5' exonuclease/5'->3' exonuclease
4050133..4050765	-	210	145693205	yihA	b3865	-	-	cell division GTP-binding protein
4051347..4051856	+	169	1790297	yihI	b3866	-	-	activator of Der GTPase
4052045..4053418	+	457	87082341	hemN	b3867	-	-	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent
4053647..4053757	-	36	226510988	yshB	b4686	-	-	uncharacterized protein
4053869..4055278	-	469	1790299	glnG	b3868	-	-	fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein
4055290..4056339	-	349	1790300	glnL	b3869	-	-	sensory histidine kinase in two-component regulatory system with GlnG
4056625..4058034	-	469	1790301	glnA	b3870	-	-	glutamine synthetase
4058407..4060230	+	607	48994988	typA	b3871	-	-	GTP-binding protein
4060447..4061157	+	236	1790304	yihL	b3872	-	-	putative DNA-binding transcriptional regulator
4061165..4062145	+	326	1790305	yihM	b3873	-	-	putative sugar phosphate isomerase
4062247..4063512	+	421	1790306	yihN	b3874	-	-	MFS transporter family protein
4063603..4064295	-	230	1790307	ompL	b3875	-	-	outer membrane porin L
4064363..4065766	-	467	48994989	yihO	b3876	-	-	putative transporter
4065809..4067194	-	461	145693206	yihP	b3877	-	-	putative transporter
4067240..4069276	-	678	2367323	yihQ	b3878	-	-	alpha-glucosidase
4069475..4070401	-	308	1790311	yihR	b3879	-	-	mutarotase superfamily protein, YihR family
4070515..4071756	-	413	87082342	yihS	b3880	-	-	aldose-ketose isomerase; D-mannose isomerase
4071773..4072651	-	292	1790314	yihT	b3881	-	-	putative aldolase
4072675..4073571	-	298	1790315	yihU	b3882	-	-	gamma-hydroxybutyrate dehydrogenase, NADH-dependent
4073739..4074635	+	298	87082343	yihV	b3883	-	-	putative sugar kinase
4074669..4075454	+	261	87082344	yihW	b3884	-	-	DeoR family putative transcriptional regulator
4075553..4076152	+	199	87082345	yihX	b3885	-	-	alpha-D-Glucose-1-P phosphatase, anomer-specific
4076146..4077018	+	290	1790319	yihY	b3886	-	-	BrkB family putative transporter, inner membrane protein
4077015..4077452	+	145	1790320	dtd	b3887	-	-	D-tyr-tRNA(Tyr) deacylase
4077449..4078438	+	329	1790321	yiiD	b3888	-	-	putative acetyltransferase
4079297..4079509	+	70	145693207	yiiE	b3889	-	-	CopG family putative transcriptional regulator
4079751..4079969	+	72	87082347	yiiF	b3890	-	-	putative thymol sensitivity protein, CopG family putative transcriptional regulator
4080299..4081228	-	309	1790324	fdhE	b3891	-	-	formate dehydrogenase formation protein
4081225..4081860	-	211	1790325	fdoI	b3892	-	-	formate dehydrogenase-O, cytochrome b556 subunit
4081857..4082759	-	300	1790326	fdoH	b3893	-	-	formate dehydrogenase-O, Fe-S subunit
4082772..4085822	-	1016	3868720	fdoG	b3894	-	-	formate dehydrogenase-O, large subunit
4086016..4086849	+	277	1790329	fdhD	b3895	-	-	formate dehydrogenase formation protein
4087002..4088057	+	351	1790330	yiiG	b3896	-	-	DUF3829 family lipoprotein
4088107..4089855	-	582	1790331	frvR	b3897	-	-	putative frv operon regulator; contains a PTS EIIA domain
4089855..4090925	-	356	1790332	frvX	b3898	-	-	putative peptidase
4090915..4092366	-	483	87082348	frvB	b3899	-	-	putative PTS enzyme, IIB component/IIC component
4092377..4092823	-	148	2367327	frvA	b3900	-	-	putative enzyme IIA component of PTS
4093124..4093438	-	104	1790335	rhaM	b3901	-	-	L-rhamnose mutarotase
4093448..4094272	-	274	1790336	rhaD	b3902	-	-	rhamnulose-1-phosphate aldolase
4094723..4095982	-	419	48994990	rhaA	b3903	-	-	L-rhamnose isomerase
4095979..4097448	-	489	1790338	rhaB	b3904	-	-	rhamnulokinase
4097736..4098572	+	278	1790339	rhaS	b3905	-	-	transcriptional activator of rhaBAD and rhaT
4098646..4099494	+	282	171474011	rhaR	b3906	-	-	transcriptional activator of rhaSR
4099491..4100525	-	344	1790341	rhaT	b3907	-	-	L-rhamnose:proton symporter
4100810..4101430	+	206	1790342	sodA	b3908	-	-	superoxide dismutase, Mn
4101690..4102673	+	327	87082349	kdgT	b3909	-	-	2-keto-3-deoxy-D-gluconate transporter
4102822..4103496	+	224	87082350	yiiM	b3910	-	-	6-N-hydroxylaminopurine resistance protein
4103602..4104975	-	457	1790346	cpxA	b3911	-	-	sensory histidine kinase in two-component regulatory system with CpxR
4104972..4105670	-	232	2367329	cpxR	b3912	-	-	response regulator in two-component regulatory system with CpxA
4105820..4106320	+	166	48994991	cpxP	b4484	-	-	inhibitor of the cpx response; periplasmic adaptor protein
4106469..4107371	+	300	1790349	fieF	b3915	-	-	ferrous iron and zinc transporter
4107552..4108514	+	320	1790350	pfkA	b3916	-	-	6-phosphofructokinase I
4108834..4109823	+	329	1790351	sbp	b3917	-	-	sulfate transporter subunit
4109930..4110685	+	251	1790352	cdh	b3918	-	-	CDP-diacylglycerol phosphotidylhydrolase
4110740..4111507	-	255	1790353	tpiA	b3919	-	-	triosephosphate isomerase
4111615..4112214	-	199	1790354	yiiQ	b3920	-	-	DUF1454 family putative periplasmic protein
4112315..4112755	+	146	1790355	yiiR	b3921	-	-	DUF805 family putative inner membrane protein
4112967..4113266	+	99	1790357	yiiS	b3922	-	-	UPF0381 family protein
4113293..4113721	+	142	1790358	uspD	b3923	-	-	stress-induced protein
4113726..4114472	-	248	1790359	fpr	b3924	-	-	ferredoxin-NADP reductase
4114569..4115579	-	336	1790360	glpX	b3925	-	-	fructose 1,6-bisphosphatase II
4115714..4117222	-	502	1790361	glpK	b3926	-	-	glycerol kinase
4117245..4118090	-	281	1790362	glpF	b3927	-	-	glycerol facilitator
4118515..4118760	+	81	1790363	zapB	b3928	-	-	FtsZ stabilizer; septal ring assembly factor, stimulates cell division
4118845..4119330	-	161	1790364	rraA	b3929	-	-	ribonuclease E (RNase E) inhibitor protein
4119423..4120349	-	308	1790365	menA	b3930	-	-	1,4-dihydroxy-2-naphthoate octaprenyltransferase
